goodreads_book_id,tag_id,count
2744,30574,74770
2744,11305,6666
2744,8717,3580
2744,11743,2301
2744,11557,1264
2744,31617,865
2744,22743,701
2744,21024,505
2744,21308,463
2744,5207,418
2744,26785,377
2744,3389,361
2744,3392,325
2744,15048,248
2744,17213,216
2744,3371,208
2744,12785,200
2744,1642,189
2744,9221,185
2744,26837,178
2744,11370,177
2744,18045,174
2744,8055,165
2744,26771,158
2744,26897,152
2744,22034,150
2744,22753,146
2744,18886,141
2744,18919,138
2744,29011,131
2744,30521,126
2744,10197,125
2744,1659,115
2744,1691,110
2744,15067,102
2744,11590,101
2744,3379,101
2744,28300,93
2744,22973,92
2744,20774,86
2744,10210,86
2744,3358,85
2744,3377,84
2744,21989,83
2744,26842,81
2744,5751,79
2744,12680,78
2744,20287,75
2744,13320,72
2744,20849,70
2744,7725,70
2744,10644,69
2744,4949,65
2744,33114,64
2744,5090,63
2744,11376,63
2744,26774,61
2744,14821,61
2744,32586,56
2744,27199,55
2744,27412,54
2744,15169,53
2744,8067,51
2744,22689,50
2744,5832,49
2744,11503,48
2744,1416,48
2744,27403,47
2744,18367,46
2744,617,45
2744,24960,44
2744,25151,44
2744,15060,44
2744,25152,43
2744,25150,43
2744,25153,43
2744,25149,43
2744,8066,43
2744,11340,41
2744,12948,41
2744,12161,41
2744,5481,41
2744,10093,40
2744,27398,40
2744,14064,39
2744,11221,38
2744,25148,38
2744,26894,38
2744,21011,38
2744,10641,37
2744,18284,37
2744,11388,37
2744,11978,36
2744,11314,34
2744,10094,34
2744,12940,34
2744,8938,34
2744,31505,33
2744,29316,33
2744,30667,32
2784,30574,3829
2784,8717,1193
2784,21689,640
2784,23471,229
2784,11557,205
2784,21773,175
2784,2938,170
2784,10891,89
2784,3027,89
2784,23535,84
2784,9318,72
2784,30258,69
2784,22743,61
2784,3106,45
2784,2982,44
2784,14552,40
2784,8573,39
2784,30521,37
2784,5207,33
2784,8683,31
2784,26735,29
2784,24526,29
2784,3169,28
2784,11590,24
2784,1732,24
2784,25562,22
2784,1511,22
2784,3001,22
2784,3120,21
2784,22753,18
2784,5751,18
2784,32586,18
2784,20849,17
2784,18045,17
2784,7668,17
2784,461,17
2784,19623,14
2784,8680,14
2784,31957,14
2784,9221,13
2784,20774,13
2784,923,13
2784,10886,13
2784,10644,12
2784,8491,12
2784,2955,12
2784,31954,12
2784,2970,12
2784,2998,12
2784,7457,11
2784,5090,11
2784,18367,11
2784,25114,11
2784,30755,11
2784,11665,11
2784,11906,11
2784,31951,11
2784,12315,10
2784,31535,10
2784,24960,9
2784,25153,9
2784,32099,9
2784,32080,9
2784,10304,9
2784,2867,9
2784,3084,9
2784,1063,9
2784,14764,8
2784,23931,8
2784,25773,8
2784,2967,8
2784,27132,8
2784,2950,8
2784,8471,8
2784,15169,7
2784,25000,7
2784,30756,7
2784,134,7
2784,2705,7
2784,3179,7
2784,13535,7
2784,22313,7
2784,25152,6
2784,30551,6
2784,20731,6
2784,21766,6
2784,26816,6
2784,21685,6
2784,19625,6
2784,3076,6
2784,31514,6
2784,8571,6
2784,31952,6
2784,1713,6
2784,7316,6
2784,28854,6
2784,12420,6
2784,5444,5
2784,21487,5
2784,836,5
2872,30574,808
2872,14487,721
2872,14467,163
2872,8717,116
2872,11557,99
2872,22743,58
2872,5207,56
2872,10641,50
2872,4949,39
2872,1659,34
2872,22753,33
2872,31075,27
2872,11743,26
2872,14552,26
2872,12948,25
2872,18045,23
2872,21989,22
2872,1642,22
2872,9886,21
2872,31859,20
2872,9221,19
2872,5751,19
2872,3392,17
2872,3371,17
2872,26138,17
2872,18367,16
2872,611,16
2872,3389,14
2872,1416,14
2872,15169,13
2872,22034,13
2872,8055,13
2872,941,13
2872,22689,12
2872,17213,12
2872,18525,12
2872,509,12
2872,28927,12
2872,18326,11
2872,8067,11
2872,3377,11
2872,32686,11
2872,14539,11
2872,20774,10
2872,2277,10
2872,923,10
2872,11665,10
2872,5051,10
2872,11780,10
2872,5747,10
2872,14524,10
2872,20849,9
2872,10197,9
2872,30766,9
2872,11590,8
2872,7457,8
2872,21111,8
2872,20288,8
2872,10210,8
2872,12940,8
2872,4985,8
2872,14461,8
2872,10330,8
2872,10644,7
2872,25151,7
2872,27535,7
2872,30521,7
2872,609,7
2872,32586,7
2872,11221,7
2872,3379,7
2872,25149,7
2872,10932,7
2872,2938,7
2872,11644,7
2872,25144,7
2872,32724,7
2872,6719,7
2872,615,6
2872,25150,6
2872,31656,6
2872,18318,6
2872,25148,6
2872,5481,6
2872,6750,6
2872,617,6
2872,5776,6
2872,14523,6
2872,6720,6
2872,11497,5
2872,12600,5
2872,2313,5
2872,11643,5
2872,9484,5
2872,22944,5
2872,9147,5
2872,22643,5
2872,895,5
2872,6511,5
2872,2530,5
2932,30574,72088
2932,7457,5907
2932,8717,4566
2932,11743,2460
2932,7404,1096
2932,1691,973
2932,22743,617
2932,11557,582
2932,5207,545
2932,18367,492
2932,14487,310
2932,240,268
2932,22034,255
2932,22753,215
2932,9221,211
2932,17213,205
2932,392,196
2932,7423,189
2932,10644,185
2932,5751,170
2932,26735,170
2932,21989,169
2932,236,167
2932,6828,148
2932,5776,147
2932,29045,144
2932,10658,134
2932,14467,120
2932,7478,116
2932,20849,109
2932,18045,106
2932,33114,97
2932,6857,93
2932,20774,92
2932,251,92
2932,30521,90
2932,10197,90
2932,6953,89
2932,7417,82
2932,10210,81
2932,25114,76
2932,30635,75
2932,12315,72
2932,3389,69
2932,20811,69
2932,3392,66
2932,1137,66
2932,7422,63
2932,12948,60
2932,31535,60
2932,15169,58
2932,5775,58
2932,32586,56
2932,18326,55
2932,14552,53
2932,31514,52
2932,1416,51
2932,1542,50
2932,8877,50
2932,1642,49
2932,3371,48
2932,31155,48
2932,26740,47
2932,9477,47
2932,254,46
2932,5090,45
2932,1659,45
2932,24960,44
2932,18318,44
2932,10094,43
2932,6895,42
2932,7668,42
2932,22689,41
2932,248,41
2932,31505,41
2932,31430,41
2932,6888,40
2932,10641,40
2932,17358,39
2932,4949,39
2932,11305,38
2932,25150,38
2932,14764,38
2932,11590,36
2932,356,36
2932,23349,35
2932,5444,34
2932,10093,34
2932,17124,33
2932,9638,32
2932,5746,32
2932,10657,32
2932,6829,31
2932,14064,31
2932,1010,31
2932,11765,31
2932,7565,31
2932,3358,30
2932,31557,30
2932,22733,30
2978,8717,382
2978,30574,351
2978,7404,83
2978,5207,45
2978,18367,43
2978,22034,37
2978,31155,37
2978,14487,32
2978,4949,30
2978,3216,29
2978,9221,27
2978,21989,26
2978,17213,24
2978,30410,24
2978,26837,20
2978,5751,16
2978,18045,16
2978,12948,16
2978,10644,15
2978,26771,15
2978,31667,15
2978,20849,14
2978,7009,14
2978,30521,13
2978,923,13
2978,23471,13
2978,26785,12
2978,7423,12
2978,1659,12
2978,420,12
2978,11590,11
2978,24960,11
2978,22689,11
2978,18326,11
2978,10197,10
2978,11776,10
2978,27460,10
2978,11743,9
2978,1642,9
2978,32586,9
2978,10210,9
2978,20282,9
2978,28384,9
2978,10059,9
2978,7417,9
2978,16081,9
2978,2104,8
2978,5776,8
2978,10064,8
2978,11798,8
2978,1153,8
2978,31669,8
2978,20288,7
2978,18919,7
2978,26735,7
2978,28300,7
2978,25647,7
2978,31668,7
2978,33114,6
2978,7457,6
2978,15169,6
2978,20939,6
2978,18318,6
2978,30358,6
2978,11557,5
2978,20774,5
2978,11370,5
2978,3392,5
2978,22973,5
2978,25152,5
2978,3371,5
2978,26897,5
2978,27556,5
2978,9886,5
2978,30672,5
2978,7478,5
2978,25114,5
2978,11978,5
2978,26894,5
2978,27398,5
2978,22345,5
2978,28341,5
2978,1711,5
2978,18613,5
2978,33801,5
2978,5775,5
2978,3218,5
2978,6521,5
2978,27535,4
2978,25150,4
2978,30573,4
2978,20279,4
2978,18054,4
2978,3358,4
2978,251,4
2978,25191,4
2978,1709,4
2978,1416,4
2978,31156,4
2978,33800,4
2998,30574,222156
2998,7457,12224
2998,8717,6309
2998,11557,5435
2998,11743,3873
2998,6953,2688
2998,7404,2416
2998,6857,1873
2998,33114,1775
2998,5207,1455
2998,6888,1339
2998,22743,1189
2998,6828,1078
2998,6895,1036
2998,14487,855
2998,17124,688
2998,6838,612
2998,32989,603
2998,6960,590
2998,11590,560
2998,17213,530
2998,22753,417
2998,19974,401
2998,18367,398
2998,11305,379
2998,14467,358
2998,6920,325
2998,17129,317
2998,6829,312
2998,6914,284
2998,16799,271
2998,7423,261
2998,5751,258
2998,24960,253
2998,22034,251
2998,30521,237
2998,10641,237
2998,9221,229
2998,20774,223
2998,6976,222
2998,33165,208
2998,4949,204
2998,6977,203
2998,2104,200
2998,18045,195
2998,10197,188
2998,3389,176
2998,26735,176
2998,15169,175
2998,20849,169
2998,7478,169
2998,6847,163
2998,6840,160
2998,16805,160
2998,3392,154
2998,6905,150
2998,10210,150
2998,10644,149
2998,21989,148
2998,5776,145
2998,923,139
2998,11497,138
2998,6866,136
2998,6969,131
2998,12600,124
2998,11505,122
2998,22689,122
2998,7852,121
2998,6909,120
2998,25438,120
2998,25765,119
2998,25034,117
2998,1691,111
2998,3371,110
2998,6949,110
2998,17090,110
2998,32586,107
2998,25014,106
2998,6973,105
2998,6948,103
2998,20939,102
2998,20824,101
2998,25033,100
2998,30573,99
2998,6843,97
2998,7422,97
2998,30635,91
2998,29716,90
2998,6836,89
2998,12948,86
2998,12457,86
2998,30860,85
2998,11221,84
2998,10093,84
2998,25234,82
2998,27535,82
2998,28525,82
2998,5090,81
2998,7417,81
2998,21892,79
3008,30574,89682
3008,8717,7484
3008,7457,5576
3008,11557,2894
3008,11743,1518
3008,6953,1366
3008,7404,1007
3008,6857,933
3008,33114,784
3008,6888,722
3008,5207,699
3008,6828,574
3008,22743,566
3008,14487,534
3008,6895,522
3008,6838,392
3008,17124,329
3008,11590,316
3008,32989,291
3008,6960,284
3008,14467,228
3008,22753,210
3008,19974,210
3008,6829,161
3008,17213,158
3008,6920,156
3008,6914,155
3008,18367,148
3008,16799,144
3008,17129,142
3008,30521,134
3008,20811,124
3008,10641,114
3008,9221,109
3008,5751,108
3008,6977,102
3008,2104,101
3008,7423,98
3008,6847,97
3008,15169,96
3008,22034,96
3008,6976,96
3008,33165,95
3008,6840,95
3008,24960,90
3008,5776,90
3008,20774,88
3008,6905,87
3008,7478,85
3008,3389,82
3008,11497,80
3008,6969,77
3008,3392,75
3008,20849,73
3008,18045,72
3008,32586,69
3008,11505,68
3008,6909,67
3008,16805,67
3008,4834,67
3008,10644,66
3008,923,66
3008,10210,66
3008,26735,66
3008,22689,63
3008,30635,63
3008,11305,62
3008,10197,60
3008,17090,60
3008,6866,59
3008,509,59
3008,25014,55
3008,6949,55
3008,31859,55
3008,25034,54
3008,6973,54
3008,25765,51
3008,6836,51
3008,25438,50
3008,12600,49
3008,6948,48
3008,21989,47
3008,7852,47
3008,29716,47
3008,7422,46
3008,3371,45
3008,6597,45
3008,20785,44
3008,28525,44
3008,20824,43
3008,27535,43
3008,30573,43
3008,9886,43
3008,22526,42
3008,33012,41
3008,31430,41
3008,12457,41
3008,10094,39
3008,21892,39
3008,4949,39
3049,30574,11048
3049,7457,1617
3049,23831,989
3049,11305,511
3049,11743,475
3049,19666,242
3049,11557,230
3049,7404,221
3049,3140,210
3049,26735,191
3049,8717,180
3049,21024,169
3049,18367,166
3049,22743,131
3049,5207,105
3049,14487,103
3049,25114,96
3049,12315,72
3049,19674,65
3049,5776,64
3049,7423,63
3049,14552,63
3049,14467,61
3049,7668,61
3049,1691,56
3049,26740,56
3049,5751,55
3049,3142,54
3049,31535,46
3049,10658,45
3049,22753,43
3049,9221,42
3049,18045,38
3049,327,37
3049,1642,36
3049,26138,34
3049,5775,33
3049,31514,33
3049,10641,32
3049,20849,31
3049,17276,31
3049,19958,31
3049,25761,30
3049,10644,29
3049,14370,29
3049,3147,29
3049,1659,27
3049,12290,26
3049,19673,26
3049,10740,25
3049,19973,25
3049,11590,24
3049,26754,24
3049,5746,24
3049,7417,24
3049,26752,23
3049,12161,22
3049,7422,22
3049,25151,20
3049,10657,20
3049,18326,19
3049,25191,19
3049,25152,17
3049,17213,17
3049,10729,17
3049,21011,17
3049,31133,16
3049,27669,16
3049,10743,16
3049,18886,15
3049,22034,15
3049,24960,14
3049,20774,14
3049,31140,14
3049,15169,13
3049,22689,13
3049,21989,13
3049,25167,13
3049,7478,13
3049,30635,13
3049,29716,13
3049,21036,13
3049,5090,12
3049,25150,12
3049,25153,12
3049,18318,12
3049,30909,12
3049,3389,11
3049,30521,11
3049,25148,11
3049,1511,11
3049,31430,11
3049,7472,11
3049,7438,11
3049,31489,11
3049,25110,11
3049,2761,11
3049,25149,10
3049,15424,10
3049,19679,10
3087,30574,4733
3087,7457,4067
3087,11743,1741
3087,11557,1071
3087,26138,681
3087,7404,625
3087,5207,311
3087,18367,287
3087,14487,262
3087,15924,262
3087,240,259
3087,8717,242
3087,5751,237
3087,4949,161
3087,11590,159
3087,17213,158
3087,923,156
3087,22034,147
3087,26256,139
3087,7423,132
3087,5776,130
3087,14467,127
3087,236,124
3087,10641,122
3087,30521,105
3087,7478,104
3087,22753,100
3087,22743,99
3087,18045,98
3087,20811,95
3087,10644,89
3087,31155,87
3087,251,85
3087,1642,84
3087,10197,82
3087,3389,80
3087,18326,79
3087,26251,76
3087,3392,75
3087,21989,74
3087,1659,73
3087,5746,71
3087,3371,70
3087,10210,68
3087,7417,67
3087,30635,65
3087,10658,65
3087,10932,62
3087,26246,60
3087,400,57
3087,7422,57
3087,5775,57
3087,9221,54
3087,2104,51
3087,31430,50
3087,20849,48
3087,20282,48
3087,20299,48
3087,26257,47
3087,12948,47
3087,32586,47
3087,254,45
3087,24960,44
3087,18640,44
3087,248,44
3087,18318,43
3087,20292,43
3087,21815,41
3087,13207,40
3087,26735,39
3087,10113,37
3087,25152,34
3087,20774,33
3087,10093,33
3087,10330,33
3087,25151,32
3087,7852,32
3087,29716,32
3087,261,31
3087,30672,30
3087,20294,30
3087,25149,29
3087,1416,29
3087,10657,29
3087,15169,28
3087,22689,28
3087,5051,28
3087,20318,28
3087,5747,28
3087,10094,27
3087,31505,27
3087,23233,27
3087,14527,26
3087,30573,25
3087,3377,25
3087,18292,25
3087,15048,25
3087,11665,25
3087,11505,24
3087,9477,24
3102,30574,2772
3102,11743,1082
3102,11557,442
3102,18367,195
3102,240,176
3102,5751,172
3102,22743,170
3102,5207,169
3102,14487,150
3102,7457,132
3102,22034,114
3102,8717,108
3102,236,104
3102,923,103
3102,10641,88
3102,7423,78
3102,17213,70
3102,4949,70
3102,5776,70
3102,26138,69
3102,18326,66
3102,21989,65
3102,251,63
3102,22753,61
3102,11590,55
3102,18045,50
3102,5746,49
3102,10658,48
3102,14467,45
3102,7478,44
3102,30521,43
3102,10210,41
3102,5775,41
3102,20292,40
3102,7417,38
3102,10644,36
3102,10197,36
3102,12948,35
3102,1659,35
3102,30635,35
3102,20299,35
3102,9221,34
3102,20294,34
3102,254,33
3102,20318,33
3102,1642,32
3102,7404,30
3102,248,30
3102,20811,30
3102,7422,29
3102,26735,28
3102,31430,27
3102,10113,27
3102,18318,26
3102,32586,26
3102,405,26
3102,24960,25
3102,261,24
3102,20774,23
3102,20282,23
3102,31505,23
3102,7668,23
3102,20849,22
3102,10094,22
3102,1416,22
3102,10657,22
3102,11221,21
3102,20291,20
3102,23233,20
3102,25152,18
3102,4985,18
3102,18525,18
3102,10330,18
3102,30672,17
3102,272,17
3102,10093,16
3102,21815,16
3102,13759,16
3102,15169,15
3102,30573,15
3102,25167,15
3102,14552,15
3102,25149,15
3102,7391,15
3102,2104,14
3102,11505,14
3102,22689,14
3102,25151,14
3102,18990,14
3102,400,14
3102,19524,14
3102,11798,14
3102,9886,13
3102,25114,13
3102,29316,13
3102,29716,13
3102,28014,13
3102,30976,13
3102,930,13
3102,4790,13
3103,30574,6027
3103,7457,672
3103,11743,532
3103,18001,437
3103,11557,362
3103,26138,172
3103,18011,153
3103,24728,137
3103,12874,133
3103,13270,132
3103,7404,131
3103,8717,130
3103,22743,91
3103,14487,86
3103,14467,80
3103,18801,78
3103,5207,76
3103,5751,74
3103,18367,65
3103,22034,63
3103,923,57
3103,18015,56
3103,11590,55
3103,30521,48
3103,10641,40
3103,5776,40
3103,10644,29
3103,18326,28
3103,24733,28
3103,21989,27
3103,1642,27
3103,12877,26
3103,18045,23
3103,18805,23
3103,7852,22
3103,1659,22
3103,20282,22
3103,22753,21
3103,3389,21
3103,13272,21
3103,32586,20
3103,7423,20
3103,20241,18
3103,9221,17
3103,18004,17
3103,4949,16
3103,31430,16
3103,10658,16
3103,5775,16
3103,27387,16
3103,18013,16
3103,10113,16
3103,18318,15
3103,30635,15
3103,5746,15
3103,5747,15
3103,3371,14
3103,10197,14
3103,9886,14
3103,3358,14
3103,19524,14
3103,14790,14
3103,7478,13
3103,24731,13
3103,10330,13
3103,3392,12
3103,17213,12
3103,25167,12
3103,18640,12
3103,12948,12
3103,18002,12
3103,12880,12
3103,30672,11
3103,7417,11
3103,12879,11
3103,18007,11
3103,1128,10
3103,30573,10
3103,24996,10
3103,1416,10
3103,7668,10
3103,20318,10
3103,25146,10
3103,25152,9
3103,18292,9
3103,32099,9
3103,7422,9
3103,5765,9
3103,405,9
3103,12875,9
3103,4790,9
3103,12884,9
3103,2106,8
3103,25153,8
3103,30860,8
3103,29716,8
3103,4514,8
3103,18006,8
3103,20774,7
3103,24729,7
3388,30574,1405
3388,32130,212
3388,13643,149
3388,5207,120
3388,4949,94
3388,8717,88
3388,8055,78
3388,22034,71
3388,14552,66
3388,9221,48
3388,12948,48
3388,32906,46
3388,32812,43
3388,30521,40
3388,20288,38
3388,10932,37
3388,15924,37
3388,923,35
3388,11743,33
3388,20774,31
3388,4017,31
3388,5751,30
3388,7404,30
3388,11557,29
3388,8067,29
3388,4985,28
3388,1642,27
3388,261,27
3388,32808,27
3388,10644,25
3388,31557,23
3388,4016,23
3388,4031,22
3388,20282,21
3388,15169,20
3388,14487,20
3388,17213,19
3388,11579,19
3388,272,19
3388,27535,18
3388,18318,18
3388,30672,18
3388,20673,18
3388,18640,17
3388,9886,17
3388,4018,17
3388,20279,16
3388,32586,16
3388,267,16
3388,204,16
3388,2104,15
3388,7457,15
3388,18664,15
3388,199,14
3388,3389,13
3388,5776,13
3388,4026,13
3388,25506,12
3388,31505,12
3388,9477,12
3388,487,12
3388,4034,12
3388,24960,11
3388,27556,11
3388,22344,11
3388,12869,11
3388,32820,11
3388,20570,11
3388,11776,11
3388,18626,11
3388,18625,11
3388,10197,10
3388,10210,10
3388,275,10
3388,5565,10
3388,10934,10
3388,32822,10
3388,22816,10
3388,32152,10
3388,4027,10
3388,4024,10
3388,5090,9
3388,25151,9
3388,30573,9
3388,22352,9
3388,1078,9
3388,12940,9
3388,20731,9
3388,4959,9
3388,4968,9
3388,30768,9
3388,20781,8
3388,22545,8
3388,14467,8
3388,25148,8
3388,22944,8
3388,24662,8
3388,31430,8
3388,22813,8
3388,20828,8
3581,30574,10202
3581,8717,1864
3581,7457,481
3581,20939,394
3581,11557,266
3581,11743,252
3581,22743,172
3581,5207,130
3581,7404,84
3581,27669,77
3581,8517,67
3581,9336,54
3581,27575,47
3581,22753,46
3581,9221,39
3581,22330,36
3581,14487,34
3581,18367,32
3581,20926,27
3581,20774,26
3581,15169,25
3581,20994,24
3581,1691,23
3581,5751,23
3581,11590,22
3581,20849,22
3581,18045,21
3581,10644,18
3581,31505,18
3581,30358,17
3581,22034,15
3581,21989,15
3581,27535,15
3581,2104,14
3581,14467,12
3581,5776,12
3581,27573,12
3581,22689,11
3581,29076,11
3581,509,11
3581,9343,11
3581,2690,10
3581,23040,10
3581,23349,10
3581,27199,9
3581,5090,9
3581,17213,9
3581,10641,9
3581,14764,9
3581,7423,9
3581,7478,9
3581,7654,8
3581,5746,8
3581,11497,7
3581,25167,7
3581,5444,7
3581,1642,7
3581,10210,7
3581,20957,7
3581,9360,7
3581,240,7
3581,29316,7
3581,30635,7
3581,20888,7
3581,23157,7
3581,27833,7
3581,14721,7
3581,11505,6
3581,10197,6
3581,20781,6
3581,8527,6
3581,8533,6
3581,20989,6
3581,20797,6
3581,1659,6
3581,31859,6
3581,27682,6
3581,7422,6
3581,21815,6
3581,3135,6
3581,11765,6
3581,3389,5
3581,22352,5
3581,30672,5
3581,10093,5
3581,10094,5
3581,5510,5
3581,22344,5
3581,27684,5
3581,22944,5
3581,31557,5
3581,14752,5
3581,7417,5
3581,10658,5
3581,22363,5
3581,28582,5
3581,22356,5
3581,7425,5
3581,1128,4
3581,26944,4
3586,30574,16603
3586,7457,601
3586,8717,482
3586,20939,471
3586,11743,263
3586,11557,230
3586,22743,128
3586,5207,113
3586,7404,106
3586,27669,70
3586,8517,64
3586,27575,56
3586,20926,47
3586,9336,46
3586,18367,38
3586,22753,32
3586,21815,30
3586,27573,29
3586,20849,28
3586,20774,27
3586,9221,25
3586,5751,25
3586,18045,21
3586,20994,21
3586,7423,19
3586,27199,18
3586,1691,18
3586,10197,18
3586,30358,18
3586,10644,17
3586,10210,16
3586,22034,15
3586,10641,15
3586,14487,15
3586,30521,14
3586,29076,14
3586,7478,14
3586,5776,14
3586,15169,13
3586,11590,12
3586,22689,12
3586,17213,12
3586,14467,12
3586,2687,12
3586,21989,11
3586,10094,11
3586,30635,11
3586,8533,10
3586,31859,10
3586,5090,8
3586,5444,8
3586,18318,8
3586,10093,8
3586,1659,8
3586,7422,8
3586,7417,8
3586,3135,8
3586,20662,8
3586,11765,8
3586,11497,7
3586,14064,7
3586,14764,7
3586,1642,7
3586,12948,7
3586,8527,7
3586,20989,7
3586,28751,7
3586,31557,7
3586,7658,7
3586,509,7
3586,24960,6
3586,32586,6
3586,20957,6
3586,9360,6
3586,2690,6
3586,12940,6
3586,29316,6
3586,27656,6
3586,27661,6
3586,6122,6
3586,23349,6
3586,5746,6
3586,5775,6
3586,10653,6
3586,2104,5
3586,11505,5
3586,27535,5
3586,25150,5
3586,20781,5
3586,31089,5
3586,31505,5
3586,22758,5
3586,22813,5
3586,3297,5
3586,7472,5
3586,24357,5
3586,15757,5
3586,27817,5
3586,22707,5
3586,3723,5
3590,30574,8891
3590,7457,4843
3590,20939,3587
3590,11743,2160
3590,11557,1580
3590,8717,1191
3590,27669,986
3590,7404,847
3590,8517,840
3590,22743,657
3590,17213,647
3590,27575,566
3590,5207,561
3590,9336,384
3590,18367,276
3590,20926,264
3590,240,229
3590,1691,227
3590,10197,216
3590,20811,216
3590,509,208
3590,27199,198
3590,22753,196
3590,5751,195
3590,14487,194
3590,20994,174
3590,11590,163
3590,3389,154
3590,10210,154
3590,27573,151
3590,9221,150
3590,10644,148
3590,236,140
3590,3392,133
3590,14467,128
3590,30358,126
3590,5776,126
3590,7423,125
3590,31859,113
3590,3135,104
3590,10641,100
3590,8527,95
3590,10093,94
3590,15169,90
3590,20989,90
3590,251,88
3590,20774,87
3590,8533,87
3590,18045,85
3590,10094,85
3590,3371,79
3590,20849,78
3590,1642,78
3590,17217,77
3590,22034,76
3590,20957,74
3590,5090,70
3590,30521,70
3590,9343,70
3590,25148,68
3590,7478,61
3590,10658,61
3590,1659,60
3590,21989,57
3590,4949,57
3590,7417,54
3590,24960,53
3590,2690,53
3590,25167,52
3590,29076,52
3590,14721,52
3590,22689,51
3590,9360,51
3590,27682,51
3590,22330,50
3590,25149,49
3590,31430,48
3590,31505,47
3590,30635,47
3590,12948,45
3590,254,45
3590,20205,45
3590,25150,44
3590,1416,44
3590,22333,44
3590,3358,43
3590,8545,43
3590,3379,42
3590,25152,41
3590,248,41
3590,33114,40
3590,25147,39
3590,24995,39
3590,7422,39
3590,371,38
3590,5746,37
3590,11978,36
3590,3377,35
3590,15362,35
3590,29716,35
3656,30574,2259
3656,11743,645
3656,240,172
3656,5066,147
3656,15798,135
3656,8717,114
3656,236,114
3656,15808,106
3656,19030,103
3656,11557,95
3656,19017,95
3656,18367,84
3656,5058,79
3656,22743,76
3656,251,72
3656,5073,69
3656,18326,65
3656,8055,63
3656,22034,61
3656,4949,52
3656,8067,51
3656,248,50
3656,5207,42
3656,18045,40
3656,261,34
3656,5078,34
3656,17213,33
3656,254,33
3656,19032,32
3656,9221,30
3656,10644,30
3656,18318,30
3656,15817,30
3656,22753,24
3656,941,24
3656,30521,23
3656,272,22
3656,5051,22
3656,5751,21
3656,32586,21
3656,1416,21
3656,19034,21
3656,20849,20
3656,10197,20
3656,3389,18
3656,10932,18
3656,13703,18
3656,12948,17
3656,4985,17
3656,5072,17
3656,5090,15
3656,20288,15
3656,603,15
3656,9147,15
3656,5077,15
3656,24374,15
3656,3677,15
3656,15814,15
3656,3371,14
3656,1659,14
3656,1642,13
3656,11221,13
3656,10210,13
3656,15816,13
3656,11590,12
3656,10093,12
3656,617,12
3656,19760,12
3656,7457,11
3656,10641,11
3656,9886,11
3656,9477,11
3656,31557,11
3656,16488,11
3656,7852,10
3656,267,10
3656,9484,10
3656,5079,10
3656,19031,10
3656,3676,10
3656,15169,9
3656,22689,9
3656,615,9
3656,27556,9
3656,25149,9
3656,250,9
3656,252,9
3656,9638,9
3656,25152,8
3656,25150,8
3656,30672,8
3656,237,8
3656,18292,8
3656,25106,8
3656,31430,8
3656,25146,8
3656,22009,8
3656,15811,8
3656,25151,7
3656,271,7
3679,30574,2870
3679,8717,1676
3679,11743,1343
3679,11557,482
3679,5207,225
3679,8055,218
3679,22743,199
3679,240,171
3679,4949,163
3679,22034,156
3679,8067,111
3679,236,107
3679,18367,106
3679,18326,98
3679,5751,96
3679,251,90
3679,22753,69
3679,1659,65
3679,11590,60
3679,18045,57
3679,11221,54
3679,21989,51
3679,5051,49
3679,10644,48
3679,248,48
3679,30521,46
3679,1416,44
3679,22478,41
3679,1642,38
3679,12948,38
3679,24807,38
3679,941,37
3679,11644,37
3679,4985,36
3679,10641,35
3679,31505,35
3679,20849,34
3679,20288,34
3679,254,33
3679,9221,32
3679,17213,32
3679,18318,32
3679,5776,32
3679,11643,31
3679,261,31
3679,32686,31
3679,617,31
3679,31430,31
3679,11665,28
3679,1510,28
3679,33219,28
3679,1753,27
3679,272,26
3679,3371,25
3679,30672,24
3679,603,24
3679,32586,24
3679,32724,24
3679,3389,23
3679,3392,23
3679,25152,23
3679,22689,23
3679,15169,22
3679,25151,22
3679,615,21
3679,25630,21
3679,18525,21
3679,19017,21
3679,31656,20
3679,9886,18
3679,5746,18
3679,25145,18
3679,20774,17
3679,9477,17
3679,5066,17
3679,5775,17
3679,5090,16
3679,25167,16
3679,267,16
3679,5481,16
3679,7457,15
3679,25153,15
3679,14764,15
3679,25149,15
3679,29316,15
3679,12869,15
3679,8069,15
3679,21406,15
3679,22352,14
3679,20781,14
3679,5444,14
3679,20279,14
3679,25148,14
3679,9638,14
3679,11834,14
3679,7668,14
3679,21374,14
3679,22816,14
3679,19316,14
3679,5075,14
3685,30574,42465
3685,7457,3860
3685,8717,1393
3685,11743,1275
3685,11557,982
3685,6953,920
3685,7404,790
3685,2580,655
3685,33114,631
3685,6857,571
3685,5207,539
3685,6828,451
3685,6888,432
3685,22743,423
3685,14877,381
3685,6895,353
3685,17124,245
3685,14487,241
3685,6838,213
3685,6960,209
3685,17213,184
3685,22753,175
3685,32989,171
3685,6829,159
3685,9221,128
3685,18367,119
3685,11590,114
3685,17129,110
3685,1691,103
3685,19974,102
3685,509,95
3685,6920,94
3685,6914,93
3685,16799,91
3685,6847,90
3685,20774,84
3685,7423,84
3685,14467,82
3685,33165,80
3685,20849,78
3685,2545,75
3685,22034,73
3685,6977,71
3685,14868,70
3685,15169,67
3685,6840,62
3685,2573,62
3685,6969,61
3685,4021,59
3685,6905,58
3685,18045,56
3685,25034,55
