book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1616,136782,136782,833565,113,014240165X,9780142401650.0,Anthony Horowitz,2000.0,Alex Rider: Stormbreaker,"Stormbreaker (Alex Rider, #1)",eng,3.97,67602,72339,4333,1030,3881,16378,26045,25005,https://images.gr-assets.com/books/1288354739m/136782.jpg,https://images.gr-assets.com/books/1288354739s/136782.jpg
1631,608474,608474,21539872,846,140439072,9780140439080.0,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890.0,The Sign of Four,The Sign of Four,eng,3.96,60469,72378,3132,446,2684,18124,29478,21646,https://images.gr-assets.com/books/1299346921m/608474.jpg,https://images.gr-assets.com/books/1299346921s/608474.jpg
1649,5196,5196,2485770,73,440235596,9780440235590.0,Maeve Binchy,1998.0,Tara Road,Tara Road,eng,3.88,60154,63312,1755,775,3273,16628,24613,18023,https://images.gr-assets.com/books/1403194637m/5196.jpg,https://images.gr-assets.com/books/1403194637s/5196.jpg
1656,38743,38743,2752234,53,312330863,9780312330870.0,James Herriot,1973.0,All Things Bright and Beautiful,All Things Bright and Beautiful (All Creatures Great and Small),en-US,4.3,57626,59698,742,1075,1295,7347,19029,30952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1659,530965,530965,188517,162,812967127,9780812967130.0,John Wyndham,1951.0,The Day of the Triffids,The Day of the Triffids,eng,4.0,58945,65796,2372,643,2695,14438,26577,21443,https://images.gr-assets.com/books/1320530145m/530965.jpg,https://images.gr-assets.com/books/1320530145s/530965.jpg
1662,6693,6693,44775,183,375822070,9780375822070.0,"Roald Dahl, Quentin Blake",1970.0,Fantastic Mr Fox,Fantastic Mr. Fox,eng,4.03,66015,75149,2813,740,3331,16818,26508,27752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1664,18521,18521,1315615,340,141183535,9780141183530.0,Virginia Woolf,1929.0,A Room of One's Own,A Room of One's Own,eng,4.1,59868,71968,3573,1097,3031,12558,26448,28834,https://images.gr-assets.com/books/1327883012m/18521.jpg,https://images.gr-assets.com/books/1327883012s/18521.jpg
1666,42038,42038,1118349,656,1903436575,9781903436580.0,"William Shakespeare, Katherine Duncan-Jones",1592.0,Sonnets,Shakespeare's Sonnets,en-US,4.24,58291,63657,755,902,1890,9671,19809,31385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1681,32067,32049,3249302,672,014303961X,9780143039620.0,"D.H. Lawrence, Doris Lessing, Chester Brown",1928.0,Lady Chatterley's Lover,Lady Chatterley's Lover,eng,3.49,46541,75707,3780,2821,9235,25753,24177,13721,https://images.gr-assets.com/books/1425007748m/32067.jpg,https://images.gr-assets.com/books/1425007748s/32067.jpg
1695,41684,41684,3183592,227,451529758,9780451529760.0,"Rudyard Kipling, Alev Lytle Croutier",1895.0,The Jungle Books,The Jungle Books,eng,4.0,68750,70981,854,686,3123,16621,25323,25228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1699,21104828,21104828,40462273,60,,,Kate Morton,2015.0,The Lake House,The Lake House,eng,4.04,46348,62987,7964,926,2137,11552,27411,20961,https://images.gr-assets.com/books/1455089249m/21104828.jpg,https://images.gr-assets.com/books/1455089249s/21104828.jpg
1708,20821087,20821087,26164907,54,1594633118,9781594633120.0,Sarah Waters,2014.0,The Paying Guests,The Paying Guests,en-US,3.39,44839,55079,7091,2986,7472,17854,18501,8266,https://images.gr-assets.com/books/1396671788m/20821087.jpg,https://images.gr-assets.com/books/1396671788s/20821087.jpg
1710,7507825,7507825,7800569,80,767919386,9780767919390.0,Bill Bryson,2010.0,At Home: A Short History of Private Life,At Home: A Short History of Private Life,eng,3.96,55296,61053,5259,995,2954,13153,24324,19627,https://images.gr-assets.com/books/1372727082m/7507825.jpg,https://images.gr-assets.com/books/1372727082s/7507825.jpg
1711,82748,82748,23739,76,60555955,9780060555960.0,Marian Keyes,2000.0,Sushi for Beginners,Sushi for Beginners,,3.69,55373,57897,1237,1516,4753,17695,20269,13664,https://images.gr-assets.com/books/1407709390m/82748.jpg,https://images.gr-assets.com/books/1407709390s/82748.jpg
1713,9300,9300,912230,65,99489988,9780099489990.0,Marian Keyes,1995.0,Watermelon,"Watermelon (Walsh Family, #1)",,3.79,55841,59134,1427,1605,4037,16205,20862,16425,https://images.gr-assets.com/books/1345767584m/9300.jpg,https://images.gr-assets.com/books/1345767584s/9300.jpg
1725,6324090,6324090,55548884,3296,,,"Lewis Carroll, John Tenniel",1865.0,,Alice's Adventures in Wonderland,eng,3.99,30426,85031,5047,1724,4863,18094,27848,32502,https://images.gr-assets.com/books/1391204048m/6324090.jpg,https://images.gr-assets.com/books/1391204048s/6324090.jpg
1727,357,357,1096,82,671742515,9780671742520.0,Douglas Adams,1988.0,The Long Dark Tea-Time of the Soul,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",en-US,4.05,59276,63769,1458,393,2464,13614,24400,22898,https://images.gr-assets.com/books/1388257271m/357.jpg,https://images.gr-assets.com/books/1388257271s/357.jpg
1732,209194,209194,995869,149,7151667,9780007151660.0,Agatha Christie,1924.0,The Man in the Brown Suit,The Man in the Brown Suit,eng,3.97,56053,58728,1072,1390,2894,13344,19619,21481,https://images.gr-assets.com/books/1390018729m/209194.jpg,https://images.gr-assets.com/books/1390018729s/209194.jpg
1741,131359,131359,3038762,61,553119222,9780553119220.0,Agatha Christie,1937.0,Death on the Nile,"Death on the Nile (Hercule Poirot, #17)",eng,4.06,64949,73537,2219,289,1871,15836,30392,25149,https://images.gr-assets.com/books/1486837149m/131359.jpg,https://images.gr-assets.com/books/1486837149s/131359.jpg
1758,6259,6259,1093016,71,679776818,9780679776820.0,Sebastian Faulks,1993.0,Birdsong,Birdsong,eng,4.07,49930,55657,2543,1160,2911,9600,19416,22570,https://images.gr-assets.com/books/1349952101m/6259.jpg,https://images.gr-assets.com/books/1349952101s/6259.jpg
1768,34504,34504,1494222,103,61020664,9780061020670.0,Terry Pratchett,1988.0,Wyrd Sisters,"Wyrd Sisters (Discworld, #6; Witches #2)",eng,4.11,60472,69520,2031,243,1873,13916,27591,25897,https://images.gr-assets.com/books/1275974472m/34504.jpg,https://images.gr-assets.com/books/1275974472s/34504.jpg
1771,337113,337113,1389477,596,140434747,9780140434740.0,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,The Tenant of Wildfell Hall,eng,3.91,59408,65305,2751,1345,3512,15624,24144,20680,https://images.gr-assets.com/books/1479652419m/337113.jpg,https://images.gr-assets.com/books/1479652419s/337113.jpg
1783,264,264,1434368,508,141439637,9780141439630.0,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,The Portrait of a Lady,eng,3.76,55019,59317,2105,1935,4908,15386,20335,16753,https://images.gr-assets.com/books/1502148606m/264.jpg,https://images.gr-assets.com/books/1502148606s/264.jpg
1791,248483,248483,1138972,33,1596912855,9781596912850.0,Shannon Hale,2007.0,Austenland,"Austenland (Austenland, #1)",en-US,3.54,66400,71565,10310,2414,8021,23997,22990,14143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1809,201341,201341,2984402,41,441005764,9780441005760.0,Brian Jacques,1988.0,Mossflower,"Mossflower (Redwall, #2)",en-US,4.09,56860,58425,654,626,1842,11769,21559,22629,https://images.gr-assets.com/books/1281811805m/201341.jpg,https://images.gr-assets.com/books/1281811805s/201341.jpg
1823,160629,160629,1544060,109,7174160,9780007174160.0,"Michael Bond, Peggy Fortnum",1958.0,A Bear Called Paddington,"A Bear Called Paddington (Paddington, #1)",eng,4.21,62590,64024,783,589,1894,11370,19715,30456,https://images.gr-assets.com/books/1393784912m/160629.jpg,https://images.gr-assets.com/books/1393784912s/160629.jpg
1832,2161733,2161733,2167258,127,446402397,9780446402390.0,Tom Rob Smith,2008.0,Child 44,"Child 44 (Leo Demidov, #1)",eng,4.08,46734,56031,5355,717,1911,9446,24032,19925,https://images.gr-assets.com/books/1326549060m/2161733.jpg,https://images.gr-assets.com/books/1326549060s/2161733.jpg
1854,10872085,10872085,14570985,67,031253955X,9780312539560.0,Jeffrey Archer,2011.0,Only Time Will Tell,"Only Time Will Tell (The Clifton Chronicles, #1)",eng,4.04,41187,54311,4459,673,1924,10025,23572,18117,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1878,12948,12948,990886,832,140620613,9780140620610.0,Henry James,1898.0,The Turn of the Screw,The Turn of the Screw,eng,3.45,53644,66011,4401,2984,8843,21744,20385,12055,https://images.gr-assets.com/books/1443203592m/12948.jpg,https://images.gr-assets.com/books/1443203592s/12948.jpg
1885,42607,42607,702863,709,074348486X,9780743484860.0,William Shakespeare,1599.0,As You Like It,As You Like It,eng,3.83,56395,61497,1312,894,3908,17213,22421,17061,https://images.gr-assets.com/books/1327935363m/42607.jpg,https://images.gr-assets.com/books/1327935363s/42607.jpg
1892,16243,16243,18001,77,316010707,9780316010700.0,Kate Atkinson,2004.0,Case Histories,Case Histories (Jackson Brodie #1),eng,3.82,54908,60139,4910,1126,3710,15133,25225,14945,https://images.gr-assets.com/books/1451442186m/16243.jpg,https://images.gr-assets.com/books/1451442186s/16243.jpg
1894,17910611,17910611,21865617,59,812984277,9780812984280.0,Sophie Kinsella,2013.0,Wedding Night,Wedding Night,eng,3.4,32084,59482,5165,2495,8566,21212,17215,9994,https://images.gr-assets.com/books/1396634329m/17910611.jpg,https://images.gr-assets.com/books/1396634329s/17910611.jpg
1895,25099,25099,2648,50,1563892251,9781563892260.0,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1990.0,The Doll's House,The Doll's House (The Sandman #2),eng,4.44,54420,62308,1793,124,664,5797,20761,34962,https://images.gr-assets.com/books/1298566119m/25099.jpg,https://images.gr-assets.com/books/1298566119s/25099.jpg
1907,93007,93007,1411202,472,1595406557,9781595406550.0,Howard Pyle,1883.0,The Merry Adventures of Robin Hood,The Merry Adventures of Robin Hood,eng,4.05,48879,51979,665,427,1987,11657,18235,19673,https://images.gr-assets.com/books/1389006722m/93007.jpg,https://images.gr-assets.com/books/1389006722s/93007.jpg
1911,7093952,7093952,7350661,65,670021873,9780670021870.0,Tana French,2010.0,Faithful Place,"Faithful Place (Dublin Murder Squad, #3)",eng,3.97,55355,61097,5736,584,2205,13196,27712,17400,https://images.gr-assets.com/books/1291165900m/7093952.jpg,https://images.gr-assets.com/books/1291165900s/7093952.jpg
1913,9301,9301,23728,63,60090383,9780060090390.0,Marian Keyes,1997.0,Rachel's Holiday,"Rachel's Holiday (Walsh Family, #2)",eng,3.93,48663,51428,1261,954,2645,12370,18723,16736,https://images.gr-assets.com/books/1407709261m/9301.jpg,https://images.gr-assets.com/books/1407709261s/9301.jpg
1924,34517,34517,1796454,80,552152951,9780552152950.0,Terry Pratchett,1991.0,Reaper Man,"Reaper Man (Discworld, #11; Death, #2)",eng,4.27,52845,62795,1789,155,1087,9103,23540,28910,https://images.gr-assets.com/books/1389211958m/34517.jpg,https://images.gr-assets.com/books/1389211958s/34517.jpg
1927,401514,401514,525961,56,038000321X,9780380003210.0,Piers Paul Read,1974.0,Alive: The Story of the Andes Survivors,Alive: The Story of the Andes Survivors,eng,4.08,49300,50631,940,455,1337,10066,20488,18285,https://images.gr-assets.com/books/1404247131m/401514.jpg,https://images.gr-assets.com/books/1404247131s/401514.jpg
1928,3679,3679,910752,71,143037749,9780143037740.0,Zadie Smith,2005.0,On Beauty,On Beauty,eng,3.68,44317,49803,3904,1357,4393,13695,19496,10862,https://images.gr-assets.com/books/1495961870m/3679.jpg,https://images.gr-assets.com/books/1495961870s/3679.jpg
1937,25350,25350,879622,119,7157150,9780007157150.0,C.S. Lewis,1938.0,Out of the Silent Planet,"Out of the Silent Planet (Space Trilogy, #1)",eng,3.92,49617,56476,2626,942,3378,13211,20524,18421,https://images.gr-assets.com/books/1310984018m/25350.jpg,https://images.gr-assets.com/books/1310984018s/25350.jpg
1938,6687,6687,2615068,133,142404128,9780142404130.0,"Roald Dahl, Quentin Blake",1972.0,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire","Charlie and the Great Glass Elevator (Charlie Bucket, #2)",,3.64,62359,70177,1890,1400,6547,23564,22818,15848,https://images.gr-assets.com/books/1309211607m/6687.jpg,https://images.gr-assets.com/books/1309211607s/6687.jpg
1940,567678,567678,3205295,78,684853159,9780684853150.0,Iain Banks,1984.0,The Wasp Factory,The Wasp Factory,en-US,3.85,46179,52845,3081,1593,3722,11699,19926,15905,https://images.gr-assets.com/books/1434940562m/567678.jpg,https://images.gr-assets.com/books/1434940562s/567678.jpg
1949,3102,3102,1902726,131,486424545,9780486424540.0,E.M. Forster,1910.0,Howards End,Howards End,eng,3.95,52006,58759,1930,1006,3045,13142,22192,19374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1957,31122,33602148,950769,103,312181108,9780312181110.0,Dodie Smith,1948.0,I Capture the Castle,I Capture the Castle,eng,4.0,56444,65645,6587,941,3334,13581,24645,23144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1970,41219,41219,2246190,114,679735909,9780679735910.0,A.S. Byatt,1990.0,Possession,Possession,eng,3.88,56064,59734,3563,2331,4550,12121,19713,21019,https://images.gr-assets.com/books/1391124124m/41219.jpg,https://images.gr-assets.com/books/1391124124s/41219.jpg
1991,8935689,8935689,14366,50,1857231384,9781857231380.0,Iain M. Banks,1987.0,Consider Phlebas,"Consider Phlebas (Culture, #1)",eng,3.85,48649,53499,2666,1083,3656,12772,20533,15455,https://images.gr-assets.com/books/1327951890m/8935689.jpg,https://images.gr-assets.com/books/1327951890s/8935689.jpg
2001,7952502,7952502,11580916,24,61997811,9780061997820.0,Brian Sibley,2010.0,Harry Potter: Film Wizardry,Harry Potter: Film Wizardry,eng,4.48,45081,46063,526,1058,984,4017,8553,31451,https://images.gr-assets.com/books/1464452934m/7952502.jpg,https://images.gr-assets.com/books/1464452934s/7952502.jpg
2013,5015,5015,2307189,83,1400076196,9781400076190.0,Ian McEwan,2005.0,Saturday,Saturday,en-US,3.61,45567,49409,3460,1779,4652,14205,18983,9790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2018,13507212,13507212,14512257,86,805090037,9780805090030.0,Hilary Mantel,2012.0,Bring Up the Bodies,"Bring Up the Bodies (Thomas Cromwell, #2)",en-US,4.26,42306,51656,6371,697,1446,5965,18969,24579,https://images.gr-assets.com/books/1330649655m/13507212.jpg,https://images.gr-assets.com/books/1330649655s/13507212.jpg
2026,6138,6138,1044477,260,375757856,9780375757850.0,"Wilkie Collins, Carolyn G. Heilbrun",1868.0,The Moonstone,The Moonstone,eng,3.9,50322,58283,3297,1256,3266,13487,22376,17898,https://images.gr-assets.com/books/1403192382m/6138.jpg,https://images.gr-assets.com/books/1403192382s/6138.jpg
2029,815309,815309,1698999,85,224081187,9780224081180.0,Ian McEwan,2007.0,On Chesil Beach,On Chesil Beach,eng,3.54,43698,50781,5255,1862,5499,15904,18463,9053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2043,400354,400354,819071,81,61092193,9780061092190.0,Terry Pratchett,1993.0,Men at Arms,"Men at Arms (Discworld, #15; City Watch #2)",eng,4.36,54413,62242,1230,127,500,7268,23554,30793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2062,45162,8913370,1014113,72,1573229725,9781573229720.0,Sarah Waters,2002.0,Fingersmith,Fingersmith,eng,4.02,41761,54598,3959,1103,2759,10022,20675,20039,https://images.gr-assets.com/books/1327879025m/45162.jpg,https://images.gr-assets.com/books/1327879025s/45162.jpg
2063,40189,40189,940715,72,679731148,9780679731150.0,Peter Mayle,1989.0,A Year in Provence,A Year in Provence,eng,3.94,47139,49043,2329,659,2349,11566,19015,15454,https://images.gr-assets.com/books/1494896848m/40189.jpg,https://images.gr-assets.com/books/1494896848s/40189.jpg
2065,10163292,10163292,11340098,91,670022802,9780670022810.0,Jojo Moyes,2008.0,The Last Letter From Your Lover,The Last Letter from Your Lover,eng,3.94,41138,52899,5264,728,2422,11746,22222,15781,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2071,11925514,11925514,16885788,57,1405258217,9781405258210.0,Elizabeth Wein,2012.0,Code Name Verity,"Code Name Verity (Code Name Verity, #1)",eng,4.08,55139,65468,11912,1847,3375,10330,22216,27700,https://images.gr-assets.com/books/1388161911m/11925514.jpg,https://images.gr-assets.com/books/1388161911s/11925514.jpg
2078,19330,19330,1139913,32,072325804X,9780723258050.0,Beatrix Potter,1986.0,The Complete Tales of Beatrix Potter,The Complete Tales,,4.36,56807,57461,350,496,1339,7819,15363,32444,https://images.gr-assets.com/books/1355114621m/19330.jpg,https://images.gr-assets.com/books/1355114621s/19330.jpg
2086,34532,34532,583655,65,552154288,9780552154280.0,Terry Pratchett,1996.0,Hogfather,"Hogfather (Discworld, #20; Death, #4)",eng,4.22,50364,58833,1601,195,1348,9753,21841,25696,https://images.gr-assets.com/books/1416342611m/34532.jpg,https://images.gr-assets.com/books/1416342611s/34532.jpg
2101,99298,99298,5994366,17,439249546,9780439249550.0,"J.K. Rowling, Mary GrandPré",1999.0,Harry Potter Boxed Set Books 1-4,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",eng,4.66,43929,44842,265,307,424,2346,8186,33579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2103,92308,92308,11094898,77,140436065,9780140436070.0,"Oscar Wilde, Richard Allen Cave",1954.0,,The Importance of Being Earnest and Other Plays,eng,4.26,41002,49936,502,318,1247,7446,17276,23649,https://images.gr-assets.com/books/1260426623m/92308.jpg,https://images.gr-assets.com/books/1260426623s/92308.jpg
2109,34499,34499,62360,93,61020672,9780061020670.0,Terry Pratchett,1988.0,Sourcery,"Sourcery (Discworld, #5; Rincewind #3)",en-US,3.87,50746,59718,1400,274,2694,17272,23798,15680,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2123,74532,74532,1784447,140,224064908,9780224064900.0,"Roald Dahl, Quentin Blake",1981.0,George's Marvellous Medicine,George's Marvellous Medicine,eng,4.02,49863,57553,1755,603,2483,13339,19706,21422,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2137,21965107,21965107,40842571,65,385539703,9780385539710.0,Ian McEwan,2014.0,The Children Act,The Children Act,eng,3.68,33100,43775,5131,952,3361,12715,18533,8214,https://images.gr-assets.com/books/1405290619m/21965107.jpg,https://images.gr-assets.com/books/1405290619s/21965107.jpg
2145,56373,25104465,1013794,58,1573227889,9781573227890.0,Sarah Waters,1998.0,Tipping the Velvet,Tipping the Velvet,eng,4.0,36560,45239,2008,1259,2297,8646,15936,17101,https://images.gr-assets.com/books/1388633460m/56373.jpg,https://images.gr-assets.com/books/1388633460s/56373.jpg
2158,17136,17136,17410699,31,1593083254,9781593083250.0,"H.G. Wells, Alfred MacAdam",1968.0,The Time Machine and The Invisible Man,The Time Machine/The Invisible Man,,4.08,47600,48403,217,386,1677,9917,18120,18303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2165,165030,165030,1568693,68,61240850,9780061240850.0,Marian Keyes,2006.0,Anybody Out There?,"Anybody Out There? (Walsh Family, #4)",,3.91,45243,47676,1444,1024,2565,11533,17196,15358,https://images.gr-assets.com/books/1358594290m/165030.jpg,https://images.gr-assets.com/books/1358594290s/165030.jpg
2168,169848,169848,18658793,35,1593080336,9781593080330.0,"Charles Dickens, Katharine Kroeber Wiley",1843.0,,"A Christmas Carol, The Chimes and The Cricket on the Hearth",,4.11,48557,48945,263,719,2086,9426,15751,20963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2170,16790,16790,6277491,59,380789027,9780380789020.0,Neil Gaiman,1998.0,Smoke and Mirrors: Short Fiction and Illusions,Smoke and Mirrors: Short Fiction and Illusions,eng,4.05,46486,52735,2160,246,1631,10927,22352,17579,https://images.gr-assets.com/books/1409595076m/16790.jpg,https://images.gr-assets.com/books/1409595076s/16790.jpg
2186,10104,10104,430173,22,802136834,9780802136830.0,Alison Weir,1980.0,The Six Wives of Henry VIII,The Six Wives of Henry VIII,en-US,4.1,47913,49615,1282,858,1471,8871,19013,19402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2191,887201,887201,872459,29,,,"Brian Froud, Alan Lee",1978.0,Faeries,Faeries,,3.89,38050,38793,214,2564,2665,7444,9995,16125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2193,4268,4268,2961919,81,3426615355,9783426615360.0,Nick Hornby,2001.0,How to Be Good,How to Be Good,,3.18,37497,44660,2616,2082,8007,18544,11883,4144,https://images.gr-assets.com/books/1327935893m/4268.jpg,https://images.gr-assets.com/books/1327935893s/4268.jpg
2197,50798,50798,41342119,202,486452433,9780486452430.0,Thomas Hardy,1895.0,Jude the Obscure,Jude the Obscure,en-US,3.8,44873,50290,2304,2197,4053,11124,17004,15912,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2203,149572,149572,1274575,103,553271989,9780553271980.0,Frederick Forsyth,1972.0,The Odessa File,The Odessa File,en-US,4.1,42529,44032,512,167,941,8734,18634,15556,https://images.gr-assets.com/books/1348786945m/149572.jpg,https://images.gr-assets.com/books/1348786945s/149572.jpg
2207,10805160,10805160,15718578,2,1444705105,9781444705100.0,Tana French,2012.0,Broken Harbor,"Broken Harbour (Dublin Murder Squad, #4)",eng,3.92,36704,50491,5418,573,2100,11404,22954,13460,https://images.gr-assets.com/books/1336120776m/10805160.jpg,https://images.gr-assets.com/books/1336120776s/10805160.jpg
2209,569564,569564,3000541,828,517053616,9780517053610.0,William Shakespeare,1623.0,The Complete Works,The Complete Works,eng,4.49,39503,46010,726,448,695,4279,10908,29680,https://images.gr-assets.com/books/1327884293m/569564.jpg,https://images.gr-assets.com/books/1327884293s/569564.jpg
2235,16322,16322,626006,240,1579126243,9781579126250.0,Agatha Christie,1936.0,The ABC Murders,"The A.B.C. Murders (Hercule Poirot, #13)",eng,3.97,49513,57370,2159,250,1906,14323,23443,17448,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2268,462033,462033,976403,40,142004332,9780142004330.0,Jacqueline Winspear,2003.0,Maisie Dobbs,"Maisie Dobbs (Maisie Dobbs, #1)",en-US,3.91,49820,54118,5293,1040,2705,12324,21811,16238,https://images.gr-assets.com/books/1312066155m/462033.jpg,https://images.gr-assets.com/books/1312066155s/462033.jpg
2271,34527,34527,3312754,73,552153257,9780552153260.0,Terry Pratchett,1996.0,Feet of Clay,"Feet of Clay (Discworld, #19; City Watch, #3)",,4.26,46370,53657,1047,59,644,7988,21680,23286,https://images.gr-assets.com/books/1320490628m/34527.jpg,https://images.gr-assets.com/books/1320490628s/34527.jpg
2295,4806,4806,1755348,79,802714625,9780802714630.0,"Dava Sobel, Neil Armstrong",1995.0,Longitude,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,eng,3.95,38151,42215,1892,770,1872,9381,16959,13233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2309,597790,597790,5725966,126,7246226,9780007246230.0,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007.0,The Children of Húrin,The Children of Húrin,eng,3.94,39551,47873,2413,653,2726,11037,17884,15573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2325,18630,18630,1494157,49,61053562,9780061053570.0,Iain M. Banks,1988.0,The Player of Games,"The Player of Games (Culture, #2)",eng,4.26,36505,42993,1790,237,916,5528,17064,19248,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2353,25101,25101,25854,35,1563890356,9781563890350.0,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990.0,The Sandman: Season of Mists,Season of Mists (The Sandman #4),eng,4.54,44811,50459,1261,132,367,3403,14685,31872,https://images.gr-assets.com/books/1327937313m/25101.jpg,https://images.gr-assets.com/books/1327937313s/25101.jpg
2355,54539,54539,3049535,762,1416500340,9781416500350.0,George Eliot,1861.0,Silas Marner: The Weaver of Raveloe,Silas Marner,,3.6,48196,55276,2616,2514,5601,16073,18493,12595,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
